Omschrijvi,Naam,source,OBJECTID,UVID,BOUWWERKCO,AFSTOOTSTA,Shape_Leng,Shape_Area,EAN,Gebouwcode hoofdaansluiting,Gekoppelde aansluiting,Entity,Portefeuille,Naam Defensie,Bouwwerkfunctie,Adres,Postcode,Plaats,Contractcapaciteit,Aangevraagde Contractcapaciteit,Toekomstige contractcapaciteit,Maximaal piekvermogen,Verhoogde basislast,Vermogen laadpunten,WP vermogen,Max vermogen verbruik,Max ruimte verbruik,Oordeel verbruik,WP Zonnepanelen,Max ruimte opwek,Oordeel opwek,Projectnaam,Volgorde,Status_project,type_project_,Potentie,Planning,URL_projectpagina,RES_Regio,scope_omschrijving,Type_project_icon,Shape__Area,Shape__Length,cluster_id,lon,lat,geometry_wkt
Voorkeursalternatief voor uitbreiding het depot,VKA depot Klaphek,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5.055277985969343,51.99175117331273,POINT (5.055277985969343 51.99175117331273)
,,Energieproject,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2 Utrecht Zuid,28.0,Verkenning,Zon op land,energie voor 5.000 tot 7.500 huishoudens,x,https://www.energieoprijksgrond.nl/projecten/a2+utrecht+zuid/default.aspx,U16,De A2 van Utrecht (na knooppunt Rijnsweerd) t/m Vijfheerenlanden (afslag 12 Everdingen),https://ez.maps.arcgis.com/sharing/rest/content/items/a2cc7f9dd3414822a2664bf7b3df5ace/data,19050420.83185959,36306.37409714524,12,5.078570517995798,51.99652414398967,POINT (5.078570517995798 51.99652414398967)
